"Taint analysis NodeRED",,"warning","FLOW_DESCR_START::Source: this.host;connectionFSM.js:32[71:79];Sink: 'Connec ... is.port;connectionFSM.js:32[51:97]::FLOW_DESCR_END","/lib/connectionFSM.js","32","71","32","79"
"Taint analysis NodeRED",,"warning","FLOW_DESCR_START::Source: this.port;connectionFSM.js:32[89:97];Sink: 'Connec ... is.port;connectionFSM.js:32[51:97]::FLOW_DESCR_END","/lib/connectionFSM.js","32","89","32","97"
"Taint analysis NodeRED",,"warning","FLOW_DESCR_START::Source: error;connectionFSM.js:51[47:51];Sink: 'Error  ... + error;connectionFSM.js:54[55:89]::FLOW_DESCR_END","/lib/connectionFSM.js","51","47","51","51"
"Taint analysis NodeRED",,"warning","FLOW_DESCR_START::Source: cause;connectionFSM.js:61[58:62];Sink: 'USRIoT ... + cause;connectionFSM.js:62[55:103]::FLOW_DESCR_END","/lib/connectionFSM.js","61","58","61","62"
"Taint analysis NodeRED",,"warning","FLOW_DESCR_START::Source: cause;connectionFSM.js:66[58:62];Sink: 'USRIoT ... + cause;connectionFSM.js:67[55:103]::FLOW_DESCR_END","/lib/connectionFSM.js","66","58","66","62"
"Taint analysis NodeRED",,"warning","FLOW_DESCR_START::Source: cause;connectionFSM.js:71[56:60];Sink: 'USRIoT ... + cause;connectionFSM.js:72[55:101]::FLOW_DESCR_END","/lib/connectionFSM.js","71","56","71","60"
"Taint analysis NodeRED",,"warning","FLOW_DESCR_START::Source: config.host;usriot.js:43[70:80];Sink: 'config ... ig.port;usriot.js:43[22:100]::FLOW_DESCR_END","/usriot.js","43","70","43","80"
"Taint analysis NodeRED",,"warning","FLOW_DESCR_START::Source: config.port;usriot.js:43[90:100];Sink: 'config ... ig.port;usriot.js:43[22:100]::FLOW_DESCR_END","/usriot.js","43","90","43","100"
"Taint analysis NodeRED",,"warning","FLOW_DESCR_START::Source: config.host;usriot.js:64[63:73];Sink: 'discon ... ig.port;usriot.js:64[22:93]::FLOW_DESCR_END","/usriot.js","64","63","64","73"
"Taint analysis NodeRED",,"warning","FLOW_DESCR_START::Source: config.port;usriot.js:64[83:93];Sink: 'discon ... ig.port;usriot.js:64[22:93]::FLOW_DESCR_END","/usriot.js","64","83","64","93"
"Taint analysis NodeRED",,"warning","FLOW_DESCR_START::Source: msg;usriot.js:83[36:38];Sink: payload;usriot.js:130[23:29]::FLOW_DESCR_END","/usriot.js","83","36","83","38"
